daily,f0_
2020-08-27,5440
2020-08-28,5645
2020-08-29,3913
2020-08-30,3273
2020-08-31,5076
2020-09-01,5583
2020-09-02,5429
2020-09-03,6138
2020-09-04,6505
2020-09-05,4629
2020-09-06,3732
2020-09-07,3825
2020-09-08,5859
2020-09-09,5650
2020-09-10,6009
2020-09-11,6162
2020-09-12,3967
2020-09-13,3644
2020-09-14,5555
2020-09-15,5825
2020-09-16,6001
2020-09-17,5997
2020-09-18,6566
2020-09-19,4772
2020-09-20,3830
2020-09-21,5900
2020-09-22,5853
2020-09-23,5911
2020-09-24,6330
2020-09-25,6716
2020-09-26,4828
2020-09-27,3894
2020-09-28,5835
2020-09-29,5884
2020-09-30,6073
2020-10-01,6767
2020-10-02,7099
2020-10-03,4906
2020-10-04,4048
2020-10-05,5964
2020-10-06,6051
2020-10-07,5974
2020-10-08,6518
2020-10-09,6934
2020-10-10,4846
2020-10-11,4009
2020-10-12,5708
2020-10-13,6180
2020-10-14,6114
2020-10-15,6622
2020-10-16,6822
2020-10-17,4637
2020-10-18,3834
2020-10-19,6264
2020-10-20,5990
2020-10-21,6096
2020-10-22,6626
2020-10-23,6755
2020-10-24,4424
2020-10-25,3541
2020-10-26,6085
2020-10-27,5842
2020-10-28,6085
2020-10-29,6370
2020-10-30,6530
2020-10-31,4140
2020-11-01,3315
2020-11-02,6173
2020-11-03,5606
2020-11-04,5195
2020-11-05,5732
2020-11-06,5970
2020-11-07,4134
2020-11-08,3448
2020-11-09,5719
2020-11-10,5984
2020-11-11,5443
2020-11-12,5757
2020-11-13,5790
2020-11-14,3928
2020-11-15,3060
2020-11-16,5668
2020-11-17,5063
2020-11-18,5231
2020-11-19,5611
2020-11-20,5317
2020-11-21,3681
2020-11-22,2690
2020-11-23,5122
2020-11-24,5352
2020-11-25,5270
2020-11-26,2308
2020-11-27,3837
2020-11-28,3755
2020-11-29,3153
2020-11-30,5351
2020-12-01,5673
2020-12-02,5392
2020-12-03,5771
2020-12-04,5514
2020-12-05,3843
2020-12-06,2908
2020-12-07,5235
2020-12-08,5277
2020-12-09,5393
2020-12-10,5617
2020-12-11,5593
2020-12-12,3640
2020-12-13,2919
2020-12-14,5412
2020-12-15,5473
2020-12-16,5318
2020-12-17,5698
2020-12-18,5829
2020-12-19,3775
2020-12-20,3029
2020-12-21,5411
2020-12-22,5799
2020-12-23,5665
2020-12-24,4521
2020-12-25,2095
2020-12-26,3571
2020-12-27,3462
2020-12-28,5110
2020-12-29,5245
2020-12-30,5404
2020-12-31,5456
2021-01-01,2878
2021-01-02,4407
2021-01-03,3914
2021-01-04,5991
2021-01-05,5464
2021-01-06,5201
2021-01-07,5329
2021-01-08,5389
2021-01-09,3939
2021-01-10,3109
2021-01-11,5639
2021-01-12,5300
2021-01-13,5443
2021-01-14,5742
2021-01-15,5612
2021-01-16,3710
2021-01-17,2858
2021-01-18,4924
2021-01-19,5424
2021-01-20,4969
2021-01-21,5316
2021-01-22,5634
2021-01-23,3884
2021-01-24,3175
2021-01-25,5497
2021-01-26,4479
2021-01-27,5334
2021-01-28,5911
2021-01-29,5972
2021-01-30,3984
2021-01-31,2745
2021-02-01,5940
2021-02-02,5766
2021-02-03,6146
2021-02-04,5922
2021-02-05,5945
2021-02-06,4123
2021-02-07,3506
2021-02-08,6244
2021-02-09,5905
2021-02-10,6213
2021-02-11,6388
2021-02-12,6770
2021-02-13,5166
2021-02-14,3944
2021-02-15,4880
2021-02-16,4417
2021-02-17,6177
2021-02-18,6646
2021-02-19,6898
2021-02-20,4500
2021-02-21,3538
2021-02-22,6165
2021-02-23,6281
2021-02-24,6065
2021-02-25,6306
2021-02-26,6629
2021-02-27,4797
2021-02-28,3932
2021-03-01,6503
2021-03-02,6069
2021-03-03,6670
2021-03-04,6967
2021-03-05,7044
2021-03-06,4906
2021-03-07,4245
2021-03-08,6448
2021-03-09,6609
2021-03-10,6465
2021-03-11,6711
2021-03-12,7225
2021-03-13,6194
2021-03-14,4541
2021-03-15,7238
2021-03-16,7157
2021-03-17,7540
2021-03-18,7995
2021-03-19,8173
2021-03-20,6082
2021-03-21,5056
2021-03-22,7286
2021-03-23,7333
2021-03-24,7259
2021-03-25,8079
2021-03-26,8288
2021-03-27,6318
2021-03-28,5338
2021-03-29,7743
2021-03-30,7463
2021-03-31,7647
2021-04-01,8549
2021-04-02,8503
2021-04-03,6564
2021-04-04,5643
2021-04-05,7741
2021-04-06,7868
2021-04-07,7614
2021-04-08,8403
2021-04-09,8590
2021-04-10,6430
2021-04-11,5434
2021-04-12,8228
2021-04-13,7880
2021-04-14,7748
2021-04-15,8407
2021-04-16,9080
2021-04-17,6748
2021-04-18,5533
2021-04-19,8067
2021-04-20,7662
2021-04-21,7566
2021-04-22,8504
2021-04-23,9010
2021-04-24,6556
2021-04-25,5790
2021-04-26,8188
2021-04-27,8294
2021-04-28,7929
2021-04-29,8552
2021-04-30,9448
2021-05-01,7630
2021-05-02,6657
2021-05-03,8762
2021-05-04,8246
2021-05-05,8593
2021-05-06,9285
2021-05-07,10030
2021-05-08,8067
2021-05-09,6372
2021-05-10,8631
2021-05-11,8407
2021-05-12,8328
2021-05-13,8434
2021-05-14,10293
2021-05-15,7757
2021-05-16,6931
2021-05-17,9155
2021-05-18,8831
2021-05-19,9032
2021-05-20,9764
2021-05-21,10492
2021-05-22,8959
2021-05-23,7293
2021-05-24,9180
2021-05-25,9194
2021-05-26,9226
2021-05-27,10057
2021-05-28,11141
2021-05-29,8799
2021-05-30,8221
2021-05-31,7980
2021-06-01,10194
2021-06-02,9437
2021-06-03,10450
2021-06-04,11513
2021-06-05,9461
2021-06-06,8376
2021-06-07,10331
2021-06-08,10188
2021-06-09,10573
2021-06-10,12261
2021-06-11,13716
2021-06-12,11159
2021-06-13,9828
2021-06-14,11178
2021-06-15,10705
2021-06-16,11233
2021-06-17,12431
2021-06-18,13047
2021-06-19,11207
2021-06-20,9152
2021-06-21,12118
2021-06-22,11706
2021-06-23,11575
2021-06-24,12631
2021-06-25,13647
2021-06-26,10448
2021-06-27,9770
2021-06-28,11256
2021-06-29,11102
2021-06-30,11553
2021-07-01,11891
2021-07-02,12240
2021-07-03,10403
2021-07-04,8732
2021-07-05,10143
2021-07-06,12230
2021-07-07,12263
2021-07-08,13458
2021-07-09,15078
2021-07-10,11857
2021-07-11,10395
2021-07-12,12005
2021-07-13,12156
2021-07-14,12872
2021-07-15,14277
2021-07-16,14750
2021-07-17,12206
2021-07-18,10871
2021-07-19,12597
2021-07-20,11965
2021-07-21,12905
2021-07-22,14202
2021-07-23,15168
2021-07-24,12463
2021-07-25,11287
2021-07-26,13057
2021-07-27,13005
2021-07-28,14912
2021-07-29,15285
2021-07-30,15099
2021-07-31,12076
2021-08-01,11407
2021-08-02,12729
2021-08-03,11966
2021-08-04,12775
2021-08-05,14354
2021-08-06,16150
2021-08-07,13691
2021-08-08,11520
2021-08-09,12839
2021-08-10,13714
2021-08-11,13926
2021-08-12,14416
2021-08-13,14839
2021-08-14,12991
2021-08-15,11282
2021-08-16,12366
2021-08-17,11456
2021-08-18,12446
2021-08-19,14216
2021-08-20,16122
2021-08-21,13557
2021-08-22,12063
2021-08-23,13389
2021-08-24,13298
2021-08-25,14533
2021-08-26,15396
2021-08-27,15294
2021-08-28,12859
2021-08-29,11084
2021-08-30,13061
2021-08-31,12691
2021-09-01,13007
2021-09-02,14620
2021-09-03,16330
2021-09-04,12526
2021-09-05,11350
2021-09-06,11765
2021-09-07,12900
2021-09-08,13043
2021-09-09,14221
2021-09-10,15243
2021-09-11,11863
2021-09-12,11915
2021-09-13,14676
2021-09-14,14624
2021-09-15,15069
2021-09-16,16587
2021-09-17,18787
2021-09-18,14629
2021-09-19,13665
2021-09-20,13970
2021-09-21,13520
2021-09-22,14713
2021-09-23,16565
2021-09-24,19588
2021-09-25,16042
2021-09-26,12691
2021-09-27,12927
2021-09-28,12385
2021-09-29,13830
2021-09-30,15448
2021-10-01,17650
2021-10-02,14141
2021-10-03,14282
2021-10-04,15792
2021-10-05,17436
2021-10-06,16692
2021-10-07,17748
2021-10-08,20382
2021-10-09,16246
2021-10-10,12878
2021-10-11,15640
2021-10-12,16315
2021-10-13,15407
2021-10-14,16640
2021-10-15,18097
2021-10-16,15438
2021-10-17,15122
2021-10-18,16167
2021-10-19,15897
2021-10-20,15945
2021-10-21,17469
2021-10-22,18528
2021-10-23,14734
2021-10-24,13854
2021-10-25,15344
2021-10-26,14793
2021-10-27,15479
2021-10-28,16999
2021-10-29,18345
2021-10-30,13643
2021-10-31,12434
2021-11-01,15468
2021-11-02,15123
2021-11-03,16400
2021-11-04,17036
2021-11-05,17487
2021-11-06,12725
2021-11-07,11774
2021-11-08,14236
2021-11-09,14273
2021-11-10,16009
2021-11-11,15904
2021-11-12,17509
2021-11-13,12895
2021-11-14,11714
2021-11-15,15293
2021-11-16,15667
2021-11-17,16169
2021-11-18,18028
2021-11-19,18942
2021-11-20,13748
2021-11-21,11975
2021-11-22,13588
2021-11-23,14612
2021-11-24,13177
2021-11-25,7705
2021-11-26,12017
2021-11-27,15270
2021-11-28,14429
2021-11-29,18033
2021-11-30,17968
2021-12-01,18007
2021-12-02,18494
2021-12-03,19745
2021-12-04,14730
2021-12-05,13500
2021-12-06,16330
2021-12-07,16047
2021-12-08,16615
2021-12-09,18080
2021-12-10,19318
2021-12-11,14855
2021-12-12,11880
2021-12-13,14008
2021-12-14,15411
2021-12-15,17011
2021-12-16,18499
2021-12-17,18299
2021-12-18,13276
2021-12-19,10240
2021-12-20,13223
2021-12-21,12405
2021-12-22,11974
2021-12-23,10947
2021-12-24,8211
2021-12-25,4467
2021-12-26,7914
2021-12-27,10511
2021-12-28,11127
2021-12-29,11499
2021-12-30,11741
2021-12-31,11725
2022-01-01,7938
2022-01-02,9030
2022-01-03,11211
2022-01-04,10435
2022-01-05,10120
2022-01-06,9987
2022-01-07,9911
2022-01-08,8193
2022-01-09,7051
2022-01-10,9622
2022-01-11,9491
2022-01-12,9872
2022-01-13,10336
2022-01-14,11096
2022-01-15,8433
2022-01-16,7206
2022-01-17,9139
2022-01-18,10562
2022-01-19,10848
2022-01-20,11356
2022-01-21,11483
2022-01-22,8555
2022-01-23,7819
2022-01-24,10818
2022-01-25,11140
2022-01-26,11611
2022-01-27,12586
2022-01-28,12811
2022-01-29,9604
2022-01-30,8141
2022-01-31,11636
2022-02-01,12690
2022-02-02,7423
2022-02-03,11363
2022-02-04,14412
2022-02-05,11204
2022-02-06,9018
2022-02-07,12390
2022-02-08,12882
2022-02-09,12845
2022-02-10,13697
2022-02-11,14273
2022-02-12,11099
2022-02-13,9826
2022-02-14,13763
2022-02-15,13861
2022-02-16,14043
2022-02-17,11832
2022-02-18,16711
2022-02-19,12509
2022-02-20,10573
2022-02-21,11664
2022-02-22,14503
2022-02-23,16268
2022-02-24,17482
2022-02-25,18249
2022-02-26,14688
2022-02-27,11329
2022-02-28,13745
2022-03-01,14631
2022-03-02,15342
2022-03-03,17055
2022-03-04,18295
2022-03-05,15333
2022-03-06,12796
2022-03-07,15480
2022-03-08,15396
2022-03-09,16071
2022-03-10,17824
2022-03-11,17686
2022-03-12,17801
2022-03-13,11957
2022-03-14,15859
2022-03-15,16269
2022-03-16,16498
2022-03-17,18457
2022-03-18,19568
2022-03-19,13683
2022-03-20,12403
2022-03-21,17017
2022-03-22,19709
2022-03-23,20006
2022-03-24,21620
2022-03-25,20384
2022-03-26,14735
2022-03-27,12983
2022-03-28,17287
2022-03-29,18065
2022-03-30,18948
2022-03-31,19270
2022-04-01,19448
2022-04-02,14851
2022-04-03,12036
2022-04-04,16366
2022-04-05,18328
2022-04-06,19212
2022-04-07,21084
2022-04-08,20829
2022-04-09,15273
2022-04-10,13948
2022-04-11,15516
2022-04-12,16677
2022-04-13,17569
2022-04-14,19238
2022-04-15,18453
2022-04-16,15176
2022-04-17,12839
2022-04-18,16252
2022-04-19,17204
2022-04-20,18164
2022-04-21,18132
2022-04-22,19198
2022-04-23,15170
2022-04-24,14019
2022-04-25,18400
2022-04-26,19023
2022-04-27,20586
2022-04-28,20802
2022-04-29,21681
2022-04-30,16032
2022-05-01,14073
2022-05-02,16372
2022-05-03,19561
2022-05-04,20073
2022-05-05,21229
2022-05-06,21641
2022-05-07,16595
2022-05-08,14664
2022-05-09,18338
2022-05-10,20609
2022-05-11,21730
2022-05-12,21746
2022-05-13,21748
2022-05-14,17205
2022-05-15,15002
2022-05-16,19345
2022-05-17,20350
2022-05-18,21744
2022-05-19,22836
2022-05-20,24263
2022-05-21,20060
2022-05-22,19158
2022-05-23,23390
2022-05-24,21078
2022-05-25,20079
2022-05-26,20052
2022-05-27,19561
2022-05-28,15859
2022-05-29,14913
2022-05-30,14531
2022-05-31,18087
2022-06-01,20436
2022-06-02,23802
2022-06-03,26641
2022-06-04,21916
2022-06-05,19436
2022-06-06,22206
2022-06-07,23120
2022-06-08,22300
2022-06-09,22022
2022-06-10,22083
2022-06-11,18791
2022-06-12,18855
2022-06-13,22740
2022-06-14,24577
2022-06-15,23153
2022-06-16,22560
2022-06-17,22247
2022-06-18,18008
2022-06-19,16253
2022-06-20,18954
2022-06-21,22022
2022-06-22,23524
2022-06-23,24514
2022-06-24,22668
2022-06-25,17878
2022-06-26,17074
2022-06-27,19150
2022-06-28,20610
2022-06-29,20421
2022-06-30,20943
2022-07-01,19169
2022-07-02,15080
2022-07-03,12692
2022-07-04,11970
2022-07-05,16275
2022-07-06,16796
2022-07-07,18395
2022-07-08,18266
2022-07-09,15469
2022-07-10,16086
2022-07-11,20540
2022-07-12,21373
2022-07-13,21629
2022-07-14,22503
2022-07-15,22285
2022-07-16,17149
2022-07-17,15690
2022-07-18,19120
2022-07-19,20679
2022-07-20,22068
2022-07-21,21736
2022-07-22,20616
2022-07-23,16717
2022-07-24,15980
2022-07-25,20638
2022-07-26,21153
2022-07-27,21690
2022-07-28,21134
2022-07-29,20116
2022-07-30,15635
2022-07-31,14216
2022-08-01,18135
2022-08-02,17952
2022-08-03,18740
2022-08-04,22398
2022-08-05,22786
2022-08-06,19075
2022-08-07,16195
2022-08-08,19855
2022-08-09,19429
2022-08-10,19798
2022-08-11,20571
2022-08-12,19677
2022-08-13,16735
2022-08-14,14513
2022-08-15,19695
2022-08-16,19313
2022-08-17,19991
2022-08-18,21640
2022-08-19,22417
2022-08-20,18169
2022-08-21,16140
2022-08-22,19013
2022-08-23,20378
2022-08-24,20727
2022-08-25,21349
2022-08-26,19850
2022-08-27,15526
2022-08-28,14635
2022-08-29,17858
2022-08-30,18142
2022-08-31,17888
2022-09-01,19218
2022-09-02,19164
2022-09-03,15622
2022-09-04,13840
2022-09-05,12741
2022-09-06,18812
2022-09-07,19723
2022-09-08,21132
2022-09-09,21893
2022-09-10,18193
2022-09-11,17926
2022-09-12,23347
2022-09-13,24184
2022-09-14,25523
2022-09-15,25635
2022-09-16,23890
2022-09-17,17819
2022-09-18,16989
2022-09-19,20536
2022-09-20,21991
2022-09-21,22604
2022-09-22,23236
2022-09-23,21881
2022-09-24,15483
2022-09-25,15330
2022-09-26,17698
2022-09-27,20900
2022-09-28,22426
2022-09-29,25063
2022-09-30,25377
2022-10-01,18378
2022-10-02,16419
2022-10-03,19633
2022-10-04,18597
2022-10-05,18420
2022-10-06,22140
2022-10-07,24272
2022-10-08,17072
2022-10-09,14415
2022-10-10,21165
2022-10-11,23675
2022-10-12,23975
2022-10-13,23712
2022-10-14,22852
2022-10-15,15489
2022-10-16,14216
2022-10-17,19793
2022-10-18,20101
2022-10-19,21048
2022-10-20,22069
2022-10-21,21575
2022-10-22,17858
2022-10-23,17620
2022-10-24,24044
2022-10-25,23624
2022-10-26,23302
2022-10-27,21292
2022-10-28,19096
2022-10-29,13835
2022-10-30,12103
2022-10-31,14491
2022-11-01,19318
2022-11-02,19342
2022-11-03,21294
2022-11-04,22408
2022-11-05,16508
2022-11-06,16165
2022-11-07,19916
2022-11-08,17951
2022-11-09,19738
2022-11-10,21090
2022-11-11,18604
2022-11-12,14803
2022-11-13,15325
2022-11-14,19880
2022-11-15,21862
2022-11-16,22181
2022-11-17,22851
2022-11-18,22262
2022-11-19,13906
2022-11-20,11302
2022-11-21,14421
2022-11-22,14975
2022-11-23,13841
2022-11-24,8110
2022-11-25,12711
2022-11-26,17694
2022-11-27,16862
2022-11-28,21215
2022-11-29,22509
2022-11-30,23333
2022-12-01,22378
2022-12-02,20315
2022-12-03,15995
2022-12-04,13884
2022-12-05,16725
2022-12-06,18528
2022-12-07,19895
2022-12-08,21674
2022-12-09,22697
2022-12-10,16040
2022-12-11,13094
2022-12-12,17527
2022-12-13,20403
2022-12-14,22197
2022-12-15,21880
2022-12-16,21426
2022-12-17,16205
2022-12-18,13791
2022-12-19,15920
2022-12-20,17183
2022-12-21,18116
2022-12-22,11698
2022-12-23,9944
2022-12-24,9683
2022-12-25,5740
2022-12-26,9703
2022-12-27,13358
2022-12-28,14001
2022-12-29,13996
2022-12-30,14723
2022-12-31,24417
2023-01-01,11045
2023-01-02,9517
2023-01-03,13181
2023-01-04,13024
2023-01-05,13553
2023-01-06,13278
2023-01-07,9982
2023-01-08,9053
2023-01-09,13316
2023-01-10,14238
2023-01-11,15043
2023-01-12,16515
2023-01-13,15969
2023-01-14,11174
2023-01-15,9660
2023-01-16,11937
2023-01-17,15825
2023-01-18,15713
2023-01-19,16639
2023-01-20,15225
2023-01-21,10361
2023-01-22,9208
2023-01-23,14300
2023-01-24,15312
2023-01-25,15844
2023-01-26,17801
2023-01-27,16130
2023-01-28,10791
2023-01-29,9527
2023-01-30,14543
2023-01-31,16348
2023-02-01,16373
2023-02-02,17181
2023-02-03,15516
2023-02-04,11149
2023-02-05,10237
2023-02-06,14956
2023-02-07,16390
2023-02-08,16537
2023-02-09,17872
2023-02-10,15901
2023-02-11,11343
2023-02-12,9908
2023-02-13,14422
2023-02-14,17019
2023-02-15,18656
2023-02-16,19335
2023-02-17,18868
2023-02-18,12475
2023-02-19,11332
2023-02-20,13769
2023-02-21,17794
2023-02-22,21564
2023-02-23,22033
2023-02-24,21885
2023-02-25,16028
2023-02-26,12483
2023-02-27,17122
2023-02-28,18192
2023-03-01,19241
2023-03-02,21027
2023-03-03,19164
2023-03-04,15487
2023-03-05,14451
2023-03-06,18977
2023-03-07,19795
2023-03-08,18677
2023-03-09,20288
2023-03-10,19774
2023-03-11,18204
2023-03-12,13199
2023-03-13,18613
2023-03-14,20110
2023-03-15,20913
2023-03-16,22686
2023-03-17,20609
2023-03-18,16155
2023-03-19,15436
2023-03-20,22024
2023-03-21,21933
2023-03-22,22449
2023-03-23,21435
2023-03-24,18872
2023-03-25,13783
2023-03-26,13485
2023-03-27,18251
2023-03-28,18692
2023-03-29,19950
2023-03-30,21071
2023-03-31,19884
2023-04-01,16228
2023-04-02,13376
2023-04-03,17866
2023-04-04,19186
2023-04-05,19622
2023-04-06,20394
2023-04-07,18350
2023-04-08,14577
2023-04-09,12818
2023-04-10,17412
2023-04-11,19241
2023-04-12,21084
2023-04-13,22563
2023-04-14,21216
2023-04-15,16146
2023-04-16,16119
2023-04-17,22929
2023-04-18,22235
2023-04-19,22609
2023-04-20,23938
2023-04-21,21210
2023-04-22,16207
2023-04-23,14943
2023-04-24,19759
2023-04-25,20393
2023-04-26,21508
2023-04-27,23188
2023-04-28,22088
2023-04-29,16106
2023-04-30,16228
2023-05-01,44
